1,button-4,button-4,1218
2,button-4,button-4,880
3,button-4,button-4,953
4,button-1,button-1,887
5,button-3,button-3,915
6,button-4,button-4,834
7,button-4,button-4,974
8,button-0,button-0,1263
9,button-4,button-4,828
10,button-3,button-3,833
11,button-0,button-0,1012
12,button-5,button-5,916
13,button-0,button-0,1248
14,button-0,button-0,1034
15,button-0,button-0,848
16,button-3,button-3,938
17,button-1,button-1,938
18,button-4,button-4,930
19,button-4,button-4,1138
20,button-0,button-0,998
21,button-5,button-5,909
22,button-4,button-4,967
23,button-1,button-1,960
24,button-3,button-3,879
25,button-3,button-3,878
26,button-2,button-2,805
27,button-2,button-2,819
28,button-5,button-5,1595
29,button-0,button-0,820
30,button-1,button-1,907
31,button-0,button-0,982
32,button-3,button-3,894
33,button-2,button-2,797
34,button-1,button-1,753
35,button-5,button-5,937
36,button-4,button-4,1123
37,button-3,button-3,1005
38,button-3,button-3,784
39,button-1,button-1,872
40,button-0,button-0,2528
41,button-0,button-0,915
42,button-2,button-2,916
43,button-5,button-5,2393
44,button-1,button-1,887
45,button-3,button-3,805
46,button-1,button-1,886
47,button-1,button-1,968
48,button-5,button-5,1144
49,button-5,button-5,1551
50,button-2,button-2,996
51,button-3,button-3,1013
52,button-1,button-1,864
53,button-5,button-5,1602
54,button-5,button-5,937
55,button-2,button-2,1026
56,button-5,button-5,1101
57,button-2,button-2,864
58,button-2,button-2,1101
59,button-2,button-2,998
60,button-2,button-2,953
