1,button-5,button-5,3286
2,button-3,button-4,2272
3,button-1,button-3,1883
4,button-5,button-0,1220
5,button-5,button-0,1153
6,button-1,button-4,1721
7,button-1,button-4,967
8,button-1,button-4,1115
9,button-4,button-0,1049
10,button-0,button-1,1131
11,button-2,button-5,1234
12,button-4,button-0,1182
13,button-4,button-0,880
14,button-1,button-4,1286
15,button-4,button-1,1685
16,button-5,button-2,1635
17,button-1,button-3,1327
18,button-2,button-5,1215
19,button-2,button-5,1212
20,button-4,button-1,1428
21,button-5,button-2,1892
22,button-0,button-0,1382
23,button-1,button-3,1383
24,button-2,button-5,1173
25,button-5,button-2,1714
26,button-5,button-2,1032
27,button-3,button-5,893
28,button-1,button-4,1100
29,button-5,button-1,1327
30,button-2,button-3,1744
31,button-4,button-2,1197
32,button-3,button-5,932
33,button-2,button-3,1376
34,button-4,button-2,1129
35,button-0,button-1,1765
36,button-1,button-5,1380
37,button-3,button-4,1213
38,button-1,button-5,1077
39,button-2,button-3,1107
40,button-4,button-1,977
41,button-4,button-1,1109
42,button-3,button-5,1444
43,button-4,button-1,1906
44,button-1,button-1,1063
45,button-2,button-4,1536
46,button-1,button-1,1152
47,button-2,button-4,1344
48,button-5,button-0,1092
49,button-5,button-0,1477
50,button-2,button-4,1706
51,button-4,button-2,1795
52,button-5,button-0,1249
53,button-5,button-0,1047
54,button-0,button-3,2852
55,button-0,button-3,2600
56,button-0,button-3,1463
57,button-4,button-2,1973
58,button-0,button-3,1125
59,button-4,button-2,1490
60,button-4,button-2,1339
