1,button-3,button-3,1422
2,button-5,button-5,1013
3,button-3,button-0,1498
4,button-3,button-0,1019
5,button-1,button-3,1839
6,button-2,button-4,1713
7,button-3,button-1,1572
8,button-2,button-5,1389
9,button-5,button-2,1826
10,button-2,button-5,1137
11,button-1,button-4,1262
12,button-4,button-3,1654
13,button-3,button-1,1574
14,button-5,button-0,1122
15,button-1,button-4,1951
16,button-3,button-1,1595
17,button-3,button-1,1484
18,button-3,button-2,2259
19,button-0,button-3,1603
20,button-2,button-5,977
21,button-2,button-5,886
22,button-4,button-4,1722
23,button-4,button-3,1167
24,button-5,button-0,1397
25,button-1,button-2,1957
26,button-2,button-5,1143
27,button-0,button-4,2047
28,button-1,button-3,1196
29,button-0,button-4,1198
30,button-5,button-0,1271
31,button-0,button-3,1210
32,button-2,button-5,1843
33,button-1,button-4,2694
34,button-5,button-1,1789
35,button-3,button-0,1020
36,button-2,button-5,2208
37,button-2,button-5,1264
38,button-5,button-0,1217
39,button-4,button-2,1803
40,button-4,button-2,1228
41,button-3,button-1,1507
42,button-0,button-3,1403
43,button-0,button-3,907
44,button-2,button-5,1124
45,button-1,button-4,1018
46,button-4,button-2,1943
47,button-3,button-1,1751
48,button-5,button-0,1424
49,button-0,button-3,1167
50,button-1,button-4,1663
51,button-5,button-0,2266
52,button-3,button-1,1349
53,button-4,button-2,1633
54,button-4,button-2,1158
55,button-3,button-1,1388
56,button-5,button-0,1285
57,button-1,button-4,1362
58,button-0,button-2,1705
59,button-0,button-2,1151
60,button-3,button-1,2001
