1,button-5,button-5,3431
2,button-2,button-3,2120
3,button-1,button-3,2099
4,button-3,button-0,1770
5,button-4,button-5,1470
6,button-2,button-4,1670
7,button-5,button-1,1730
8,button-0,button-2,1971
9,button-2,button-5,1420
10,button-3,button-1,1620
11,button-1,button-2,1940
12,button-2,button-3,1509
13,button-1,button-2,1799
14,button-3,button-1,1930
15,button-2,button-2,1770
16,button-2,button-0,1604
17,button-3,button-2,1950
18,button-3,button-2,1419
19,button-4,button-5,1930
20,button-3,button-2,1405
21,button-1,button-3,1640
22,button-0,button-4,2240
23,button-4,button-5,1420
24,button-4,button-5,1510
25,button-5,button-1,1710
26,button-4,button-5,1580
27,button-5,button-1,1780
28,button-1,button-2,1365
29,button-2,button-0,1840
30,button-3,button-3,1990
31,button-0,button-4,1849
32,button-1,button-2,1210
33,button-5,button-1,2241
34,button-4,button-5,1380
35,button-5,button-1,1485
36,button-0,button-4,2489
37,button-2,button-0,1840
38,button-5,button-1,1560
39,button-3,button-3,1720
40,button-0,button-5,1710
41,button-4,button-4,2189
42,button-3,button-3,1920
43,button-3,button-3,1800
44,button-1,button-2,1610
45,button-2,button-0,1880
46,button-2,button-0,1399
47,button-3,button-3,1514
48,button-0,button-4,3251
49,button-0,button-4,1529
50,button-1,button-3,1499
51,button-0,button-5,1490
52,button-4,button-4,1841
53,button-2,button-0,1596
54,button-2,button-0,1532
55,button-4,button-4,2347
56,button-2,button-0,1480
57,button-0,button-4,1821
58,button-3,button-1,2744
59,button-3,button-1,1669
60,button-2,button-0,1712
